Funding block,address,Funding Amount[CELO],Funding Entity,Number of LZ tx,Projects,Total LZ Volume $,Average LZ Volume $,Number of OAPPS,Number of Sendchian,Number of Chian,Onmichain Balance$,eth linea base scroll zks Balance$,affinity
19774706,0x82ffe29d821b12e95dbc8084aaadbd52d99af635,0.928,Tether : Binance,99,"['Merkly' 'Merkly' 'Stargate' 'Merkly' 'DeFi Kingdoms' 'Angle' 'Angle'
 'Merkly' 'Merkly' 'Holograph' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'USDV'
 'Merkly' 'Merkly' 'Zerius' 'Angle' 'Angle' 'Angle' 'Harmony Bridge'
 'DeFi Kingdoms' 'Stargate' 'CoreDAO' 'Angle' 'DeFi Kingdoms' 'Angle'
 'Angle' 'Zerius' 'Merkly' 'Stargate' 'Angle' 'Angle' 'DeFi Kingdoms'
 'CoreDAO' 'Angle' 'Angle' 'Merkly' 'Merkly' 'DeFi Kingdoms'
 'DeFi Kingdoms' 'DeFi Kingdoms' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Merkly'
 'Angle' 'Merkly' 'Merkly' 'Merkly' 'CoreDAO' 'Merkly' 'Merkly' 'Merkly'
 'Stargate' 'DeFi Kingdoms' 'Angle' 'Merkly' 'Angle' 'Angle' 'USDV'
 'Angle' 'Zerius' 'Merkly' 'Merkly' 'Aptos Bridge' 'Merkly' 'Merkly'
 'Angle' 'Angle' 'DeFi Kingdoms' 'Merkly' 'CoreDAO' 'Merkly'
 'Bitcoin Bridge' 'DeFi Kingdoms' 'Merkly' 'Angle' 'Merkly'
 'DeFi Kingdoms' 'Merkly' 'DeFi Kingdoms' 'Angle' 'Merkly' 'DeFi Kingdoms'
 'Merkly' 'Merkly' 'Stargate' 'Angle' 'Zerius']",513.93,5.19,11,10,15,145.36,"[40.81, 0.0, 0, 43.62, 39.68]",28
19774659,0x3cb6f248fa718394be5ae004232b43e317cfae38,0.917,Tether : Binance,93,"['Merkly' 'Harmony Bridge' 'Zerius' 'Merkly' 'Zerius' 'Merkly' 'Angle'
 'Merkly' 'Zerius' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'CoreDAO' 'USDV'
 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Zerius' 'Merkly' 'Merkly' 'Angle'
 'Merkly' 'Merkly' 'Angle' 'DeFi Kingdoms' 'Merkly' 'Holograph' 'Angle'
 'CoreDAO' 'Stargate' 'Angle' 'Stargate' 'DeFi Kingdoms' 'Merkly' 'Angle'
 'Merkly' 'Angle' 'Angle' 'Merkly' 'Merkly' 'Angle' 'Angle'
 'DeFi Kingdoms' 'DeFi Kingdoms' 'Angle' 'Merkly' 'Zerius' 'Merkly'
 'CoreDAO' 'Stargate' 'Zerius' 'Stargate' 'Bitcoin Bridge' 'Angle'
 'Stargate' 'Angle' 'DeFi Kingdoms' 'Merkly' 'DeFi Kingdoms' 'Stargate'
 'Merkly' 'USDV' 'Zerius' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle'
 'Merkly' 'Merkly' 'DeFi Kingdoms' 'Merkly' 'Angle' 'Merkly' 'CoreDAO'
 'Angle' 'Angle' 'Zerius' 'Aptos Bridge' 'Merkly' 'Angle' 'Angle' 'Merkly'
 'Zerius' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Stargate'
 'Merkly']",1195.29,12.85,11,10,15,158.18,"[41.82, 0.0, 0, 48.03, 34.08]",28
19774629,0xea67d0e53721d000009e02b25fac942d03a8f643,0.927,Tether : Binance,104,"['Merkly' 'DeFi Kingdoms' 'Angle' 'DeFi Kingdoms' 'Bitcoin Bridge' 'Angle'
 'Angle' 'Merkly' 'Stargate' 'Angle' 'Merkly' 'Merkly' 'CoreDAO' 'Merkly'
 'Merkly' 'DeFi Kingdoms' 'Angle' 'Zerius' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'USDV' 'Harmony Bridge' 'Merkly' 'Angle' 'Merkly'
 'DeFi Kingdoms' 'Merkly' 'Merkly' 'Zerius' 'DeFi Kingdoms' 'Angle'
 'Merkly' 'Merkly' 'Stargate' 'DeFi Kingdoms' 'Merkly' 'Merkly' 'Zerius'
 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Angle' 'Aptos Bridge'
 'DeFi Kingdoms' 'Merkly' 'Holograph' 'Merkly' 'CoreDAO' 'Merkly' 'Merkly'
 'Angle' 'Merkly' 'Stargate' 'Angle' 'Stargate' 'Angle' 'Merkly' 'Angle'
 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Merkly' 'Merkly' 'CoreDAO'
 'Angle' 'Merkly' 'Merkly' 'DeFi Kingdoms' 'Angle' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'USDV' 'Merkly' 'Angle'
 'CoreDAO' 'Merkly' 'Angle' 'Stargate' 'DeFi Kingdoms' 'Angle' 'Zerius'
 'Merkly' 'Merkly' 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Stargate'
 'DeFi Kingdoms' 'Angle' 'Angle' 'Merkly']",1382.94,13.3,11,10,15,148.44,"[39.38, 0.0, 0, 48.52, 38.95]",28
19774580,0xa678a735f5fb8fc68dd613fb554e5b345516a690,0.935,Tether : Binance,93,"['Angle' 'Angle' 'Merkly' 'Angle' 'Stargate' 'Merkly' 'USDV'
 'DeFi Kingdoms' 'Merkly' 'Zerius' 'Merkly' 'Harmony Bridge' 'Merkly'
 'Angle' 'Zerius' 'Merkly' 'Merkly' 'Angle' 'Stargate' 'Merkly'
 'DeFi Kingdoms' 'Merkly' 'Merkly' 'Holograph' 'Merkly' 'Merkly' 'Merkly'
 'Stargate' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Angle' 'Zerius' 'Stargate'
 'Angle' 'Stargate' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Angle' 'Merkly'
 'Merkly' 'Angle' 'Angle' 'Merkly' 'Merkly' 'USDV' 'DeFi Kingdoms'
 'Merkly' 'Merkly' 'Stargate' 'Merkly' 'DeFi Kingdoms' 'Angle' 'Merkly'
 'Merkly' 'Stargate' 'Merkly' 'Angle' 'Angle' 'CoreDAO' 'Merkly' 'Merkly'
 'Angle' 'Angle' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'CoreDAO'
 'Merkly' 'Merkly' 'Merkly' 'DeFi Kingdoms' 'Zerius' 'Angle' 'CoreDAO'
 'DeFi Kingdoms' 'Aptos Bridge' 'Angle' 'Merkly' 'Angle' 'Merkly' 'Zerius'
 'Bitcoin Bridge' 'Angle' 'Merkly' 'Merkly' 'Stargate' 'CoreDAO']",1392.92,14.98,11,10,15,172.65,"[45.07, 0.01, 0, 50.73, 42.34]",28
19774556,0x66464f3ca7d43eccd4ed3b3bca4e410480f401e0,0.91,Tether : Binance,99,"['Harmony Bridge' 'Aptos Bridge' 'Merkly' 'Merkly' 'Angle' 'Merkly'
 'DeFi Kingdoms' 'Angle' 'Angle' 'Angle' 'DeFi Kingdoms' 'Angle'
 'DeFi Kingdoms' 'Merkly' 'Angle' 'Angle' 'Zerius' 'Angle' 'DeFi Kingdoms'
 'DeFi Kingdoms' 'Merkly' 'CoreDAO' 'Angle' 'Merkly' 'Merkly'
 'DeFi Kingdoms' 'Merkly' 'Angle' 'Merkly' 'Stargate' 'Merkly' 'CoreDAO'
 'Angle' 'Merkly' 'Merkly' 'Merkly' 'CoreDAO' 'Angle' 'Merkly' 'Merkly'
 'Merkly' 'CoreDAO' 'DeFi Kingdoms' 'Merkly' 'Zerius' 'Merkly' 'USDV'
 'Merkly' 'CoreDAO' 'Merkly' 'Merkly' 'Stargate' 'Angle' 'DeFi Kingdoms'
 'Stargate' 'DeFi Kingdoms' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Merkly'
 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'DeFi Kingdoms' 'Zerius'
 'USDV' 'Holograph' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Angle' 'Stargate' 'DeFi Kingdoms'
 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'CoreDAO'
 'DeFi Kingdoms' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'DeFi Kingdoms'
 'Merkly' 'Merkly' 'Angle']",996.2,10.06,10,10,15,154.6,"[41.48, 0.0, 0, 45.5, 35.21]",28
19774435,0x8a77ec5b439398af30e0be937d9629bb39ba8911,0.938,Tether : Binance,96,"['DeFi Kingdoms' 'Merkly' 'DeFi Kingdoms' 'Stargate' 'USDV' 'Merkly'
 'Zerius' 'Angle' 'Merkly' 'Merkly' 'Bitcoin Bridge' 'Merkly' 'Merkly'
 'CoreDAO' 'DeFi Kingdoms' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Zerius' 'Merkly' 'Merkly' 'CoreDAO'
 'Merkly' 'Stargate' 'DeFi Kingdoms' 'Merkly' 'Merkly' 'Angle' 'Merkly'
 'Merkly' 'Merkly' 'DeFi Kingdoms' 'Merkly' 'Merkly' 'Harmony Bridge'
 'Merkly' 'Merkly' 'Angle' 'Zerius' 'CoreDAO' 'Stargate' 'Angle' 'Angle'
 'Merkly' 'Angle' 'Merkly' 'Angle' 'Angle' 'Merkly' 'DeFi Kingdoms'
 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Holograph' 'Merkly' 'Aptos Bridge' 'Merkly' 'DeFi Kingdoms'
 'USDV' 'Merkly' 'Angle' 'CoreDAO' 'Zerius' 'Merkly' 'Merkly' 'Angle'
 'Merkly' 'CoreDAO' 'Angle' 'DeFi Kingdoms' 'DeFi Kingdoms' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'CoreDAO' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Stargate' 'Angle' 'Merkly']",985.86,10.27,11,10,16,150.54,"[37.01, 0.0, 0, 48.02, 41.85]",28
19774406,0x054488be827f97faf67a54fca8693abdddf98b27,0.949,Tether : Binance,95,"['Zerius' 'Angle' 'Stargate' 'Angle' 'Angle' 'Merkly' 'Merkly'
 'DeFi Kingdoms' 'DeFi Kingdoms' 'Merkly' 'CoreDAO' 'Stargate' 'Merkly'
 'Angle' 'Merkly' 'CoreDAO' 'Merkly' 'Zerius' 'Merkly' 'Merkly' 'Stargate'
 'Merkly' 'Merkly' 'Bitcoin Bridge' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Angle' 'Angle' 'USDV' 'Angle' 'CoreDAO' 'Merkly' 'Merkly'
 'Angle' 'Merkly' 'DeFi Kingdoms' 'Merkly' 'Stargate' 'Zerius' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'DeFi Kingdoms' 'Harmony Bridge' 'Merkly'
 'Merkly' 'Angle' 'Merkly' 'Merkly' 'DeFi Kingdoms' 'USDV' 'DeFi Kingdoms'
 'Merkly' 'CoreDAO' 'CoreDAO' 'Merkly' 'Angle' 'DeFi Kingdoms' 'Merkly'
 'Stargate' 'Merkly' 'Merkly' 'Aptos Bridge' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Angle' 'Merkly' 'Merkly' 'CoreDAO' 'Merkly' 'Merkly'
 'Holograph' 'Merkly' 'Stargate' 'Zerius' 'Merkly' 'DeFi Kingdoms'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'DeFi Kingdoms' 'Merkly' 'Merkly' 'Angle']",846.14,8.91,11,10,16,142.42,"[43.59, 0.01, 0, 41.9, 35.58]",28
19774130,0xf271a222aad0e539284f373a563d6c0accf459bd,0.934,Tether : Binance,92,"['Angle' 'DeFi Kingdoms' 'Angle' 'DeFi Kingdoms' 'CoreDAO' 'Merkly'
 'Angle' 'Angle' 'Angle' 'Angle' 'Merkly' 'Merkly' 'Angle' 'Merkly'
 'Bitcoin Bridge' 'DeFi Kingdoms' 'Harmony Bridge' 'Merkly'
 'DeFi Kingdoms' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Stargate' 'Stargate' 'Zerius' 'Merkly' 'Angle' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'DeFi Kingdoms' 'Merkly' 'Merkly' 'Angle'
 'CoreDAO' 'DeFi Kingdoms' 'Merkly' 'USDV' 'DeFi Kingdoms' 'Merkly'
 'Merkly' 'Angle' 'Merkly' 'Merkly' 'USDV' 'Angle' 'Angle' 'DeFi Kingdoms'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'DeFi Kingdoms' 'Angle' 'Merkly'
 'Stargate' 'DeFi Kingdoms' 'Angle' 'Angle' 'DeFi Kingdoms' 'Merkly'
 'Merkly' 'CoreDAO' 'Merkly' 'Merkly' 'Stargate' 'CoreDAO' 'DeFi Kingdoms'
 'Merkly' 'DeFi Kingdoms' 'Merkly' 'DeFi Kingdoms' 'DeFi Kingdoms' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Holograph' 'Merkly' 'Zerius'
 'Zerius' 'Merkly' 'Merkly' 'Zerius' 'Merkly' 'Merkly']",925.07,10.06,10,10,14,156.95,"[40.04, 0.0, 0, 47.76, 35.58]",28
19773712,0xf5c7bea7e61a54f4d018c02e1ef4402fd21755af,0.922,Tether : Binance,97,"['Merkly' 'Stargate' 'Angle' 'Merkly' 'DeFi Kingdoms' 'Zerius' 'Merkly'
 'DeFi Kingdoms' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Merkly'
 'DeFi Kingdoms' 'Merkly' 'Angle' 'Merkly' 'DeFi Kingdoms' 'Angle'
 'Merkly' 'Merkly' 'Stargate' 'Merkly' 'Holograph' 'Harmony Bridge' 'USDV'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle'
 'DeFi Kingdoms' 'Merkly' 'Merkly' 'Merkly' 'Zerius' 'CoreDAO' 'Stargate'
 'Merkly' 'Merkly' 'DeFi Kingdoms' 'Bitcoin Bridge' 'Merkly'
 'DeFi Kingdoms' 'Merkly' 'Aptos Bridge' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Angle' 'CoreDAO'
 'DeFi Kingdoms' 'Merkly' 'CoreDAO' 'Angle' 'Angle' 'DeFi Kingdoms'
 'Merkly' 'Merkly' 'CoreDAO' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Angle'
 'Merkly' 'Zerius' 'DeFi Kingdoms' 'Merkly' 'Merkly' 'Angle' 'Zerius'
 'Merkly' 'Angle' 'USDV' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle'
 'Merkly' 'Merkly' 'DeFi Kingdoms' 'DeFi Kingdoms' 'Stargate'
 'DeFi Kingdoms' 'DeFi Kingdoms' 'Angle' 'DeFi Kingdoms']",973.74,10.04,11,10,15,165.32,"[40.44, 0.0, 0, 46.48, 43.26]",28
19773523,0x41bcaf78b9d79b67874df8fa5ccaf0935d7d1622,0.905,Tether : Binance,115,"['Angle' 'DeFi Kingdoms' 'Angle' 'Merkly' 'Angle' 'Merkly' 'Merkly'
 'DeFi Kingdoms' 'Angle' 'Angle' 'Zerius' 'Merkly' 'DeFi Kingdoms'
 'Merkly' 'Angle' 'Merkly' 'DeFi Kingdoms' 'Merkly' 'CoreDAO' 'Merkly'
 'DeFi Kingdoms' 'Merkly' 'Angle' 'DeFi Kingdoms' 'Merkly'
 'Bitcoin Bridge' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Zerius'
 'Merkly' 'Stargate' 'Aptos Bridge' 'DeFi Kingdoms' 'Angle' 'Merkly'
 'Merkly' 'Merkly' 'DeFi Kingdoms' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Angle' 'CoreDAO' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'DeFi Kingdoms' 'Merkly' 'Merkly' 'Stargate' 'CoreDAO' 'Merkly'
 'DeFi Kingdoms' 'Merkly' 'Angle' 'Angle' 'Angle' 'Merkly' 'USDV' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Stargate'
 'Angle' 'DeFi Kingdoms' 'Angle' 'Merkly' 'USDV' 'Stargate' 'Merkly'
 'Zerius' 'Angle' 'Merkly' 'DeFi Kingdoms' 'DeFi Kingdoms' 'Merkly'
 'Angle' 'Angle' 'Angle' 'CoreDAO' 'Stargate' 'Merkly' 'Merkly' 'Angle'
 'Angle' 'Merkly' 'Angle' 'CoreDAO' 'Merkly' 'Angle' 'Merkly' 'Merkly'
 'Angle' 'DeFi Kingdoms' 'DeFi Kingdoms' 'CoreDAO' 'Zerius' 'Angle'
 'Angle' 'Harmony Bridge' 'Merkly' 'Holograph' 'Stargate']",1478.74,12.86,11,10,14,272.67,"[40.51, 0.0, 0, 48.58, 94.09]",28
19773254,0x0381dd6001fadc56d28996f3a3627301f6389a5c,0.917,Tether : Binance,102,"['Merkly' 'Merkly' 'DeFi Kingdoms' 'Angle' 'Angle' 'Merkly' 'Merkly'
 'Merkly' 'Stargate' 'Merkly' 'DeFi Kingdoms' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'DeFi Kingdoms' 'Angle' 'Angle' 'Angle'
 'DeFi Kingdoms' 'DeFi Kingdoms' 'DeFi Kingdoms' 'Merkly' 'Angle' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'CoreDAO' 'Merkly' 'Angle' 'Angle' 'Stargate'
 'Merkly' 'CoreDAO' 'Angle' 'Merkly' 'Stargate' 'Holograph' 'Angle'
 'CoreDAO' 'Merkly' 'DeFi Kingdoms' 'USDV' 'Stargate' 'DeFi Kingdoms'
 'Merkly' 'DeFi Kingdoms' 'Merkly' 'Merkly' 'DeFi Kingdoms' 'CoreDAO'
 'Merkly' 'Angle' 'CoreDAO' 'Merkly' 'Angle' 'Merkly' 'CoreDAO' 'Angle'
 'Zerius' 'Angle' 'Merkly' 'Zerius' 'Merkly' 'Angle' 'Merkly' 'Zerius'
 'Merkly' 'Merkly' 'Harmony Bridge' 'Merkly' 'DeFi Kingdoms'
 'DeFi Kingdoms' 'Merkly' 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Stargate'
 'Merkly' 'DeFi Kingdoms' 'Merkly' 'Angle' 'Bitcoin Bridge'
 'DeFi Kingdoms' 'Angle' 'Angle' 'Angle' 'Merkly' 'DeFi Kingdoms' 'Merkly'
 'CoreDAO' 'USDV' 'Angle' 'Merkly' 'Merkly' 'Zerius' 'Merkly'
 'Aptos Bridge']",526.17,5.16,11,10,16,172.94,"[43.58, 0.0, 0, 47.86, 41.73]",28
19773230,0x6756b793f359cc897f6a1fbc66a2d4cccbaa4d07,0.931,Tether : Binance,93,"['Holograph' 'DeFi Kingdoms' 'Aptos Bridge' 'Merkly' 'Zerius' 'Stargate'
 'Merkly' 'CoreDAO' 'Angle' 'Angle' 'Stargate' 'Merkly' 'Angle' 'Merkly'
 'Zerius' 'Angle' 'DeFi Kingdoms' 'Merkly' 'Merkly' 'DeFi Kingdoms'
 'DeFi Kingdoms' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'CoreDAO' 'Angle'
 'Merkly' 'Merkly' 'Stargate' 'Merkly' 'Harmony Bridge' 'DeFi Kingdoms'
 'Bitcoin Bridge' 'Merkly' 'DeFi Kingdoms' 'Merkly' 'Merkly' 'USDV'
 'Merkly' 'Zerius' 'DeFi Kingdoms' 'DeFi Kingdoms' 'Merkly' 'Angle'
 'Merkly' 'Merkly' 'Angle' 'DeFi Kingdoms' 'DeFi Kingdoms' 'Angle' 'Angle'
 'DeFi Kingdoms' 'Merkly' 'Merkly' 'Angle' 'DeFi Kingdoms' 'Angle' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'CoreDAO' 'Angle' 'Angle' 'USDV' 'Merkly'
 'Angle' 'Angle' 'Merkly' 'Angle' 'DeFi Kingdoms' 'DeFi Kingdoms' 'Merkly'
 'Angle' 'Merkly' 'Stargate' 'Angle' 'Angle' 'Merkly' 'Angle' 'Angle'
 'Merkly' 'Angle' 'DeFi Kingdoms' 'Angle' 'Zerius' 'Merkly' 'Stargate'
 'Stargate' 'Merkly' 'Merkly' 'CoreDAO']",607.69,6.53,11,10,15,161.21,"[36.56, 0.0, 0, 45.88, 41.42]",28
19772750,0x71fd847e6171f808781b44c6d0338861261a0174,0.922,Tether : Binance,101,"['Merkly' 'CoreDAO' 'CoreDAO' 'Merkly' 'Angle' 'Merkly' 'Merkly'
 'DeFi Kingdoms' 'DeFi Kingdoms' 'Angle' 'Merkly' 'Angle' 'Angle' 'Merkly'
 'CoreDAO' 'Angle' 'Merkly' 'Angle' 'Stargate' 'Aptos Bridge' 'Merkly'
 'Merkly' 'DeFi Kingdoms' 'Angle' 'Merkly' 'DeFi Kingdoms'
 'Harmony Bridge' 'Zerius' 'Merkly' 'Zerius' 'Merkly' 'Angle' 'Angle'
 'Merkly' 'Stargate' 'Stargate' 'Bitcoin Bridge' 'Merkly' 'Merkly' 'USDV'
 'Holograph' 'DeFi Kingdoms' 'Merkly' 'Angle' 'Merkly' 'Merkly'
 'DeFi Kingdoms' 'DeFi Kingdoms' 'Angle' 'Merkly' 'Merkly' 'CoreDAO'
 'Angle' 'Merkly' 'Stargate' 'Merkly' 'DeFi Kingdoms' 'DeFi Kingdoms'
 'Merkly' 'DeFi Kingdoms' 'DeFi Kingdoms' 'Angle' 'Angle' 'Merkly'
 'Merkly' 'DeFi Kingdoms' 'Angle' 'Merkly' 'Merkly' 'Angle' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Angle' 'CoreDAO'
 'Merkly' 'Angle' 'Merkly' 'Stargate' 'USDV' 'Merkly' 'Merkly' 'Angle'
 'CoreDAO' 'Angle' 'Angle' 'DeFi Kingdoms' 'Zerius' 'DeFi Kingdoms'
 'DeFi Kingdoms' 'Angle' 'Angle' 'Merkly' 'Zerius' 'DeFi Kingdoms'
 'Stargate' 'Stargate']",668.57,6.62,11,10,15,160.65,"[42.91, 0.0, 0, 44.82, 36.8]",28
19772718,0x883709be52c121d84fc6b86a8025330fca2e2481,0.913,Tether : Binance,89,"['Merkly' 'Merkly' 'USDV' 'Angle' 'Angle' 'Merkly' 'Zerius' 'Merkly'
 'DeFi Kingdoms' 'Merkly' 'DeFi Kingdoms' 'Angle' 'DeFi Kingdoms' 'Angle'
 'Angle' 'Merkly' 'Angle' 'Merkly' 'CoreDAO' 'Stargate' 'Merkly'
 'Stargate' 'Merkly' 'DeFi Kingdoms' 'Angle' 'Merkly' 'Merkly' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Holograph' 'Merkly'
 'DeFi Kingdoms' 'Stargate' 'Angle' 'Stargate' 'Merkly' 'Merkly' 'Angle'
 'Merkly' 'Zerius' 'Angle' 'Merkly' 'DeFi Kingdoms' 'DeFi Kingdoms'
 'Merkly' 'Angle' 'Merkly' 'CoreDAO' 'CoreDAO' 'Angle' 'DeFi Kingdoms'
 'Angle' 'Angle' 'Merkly' 'DeFi Kingdoms' 'DeFi Kingdoms' 'Merkly'
 'Merkly' 'CoreDAO' 'DeFi Kingdoms' 'Angle' 'USDV' 'Merkly'
 'DeFi Kingdoms' 'Merkly' 'DeFi Kingdoms' 'Bitcoin Bridge' 'Merkly'
 'Angle' 'Stargate' 'Angle' 'DeFi Kingdoms' 'Merkly' 'Merkly'
 'Aptos Bridge' 'Harmony Bridge' 'DeFi Kingdoms' 'Stargate' 'Angle'
 'Merkly' 'Merkly' 'DeFi Kingdoms' 'Angle' 'Angle' 'Merkly']",800.06,8.99,11,10,14,165.14,"[37.24, 0.0, 0, 53.56, 37.75]",28
19772368,0x6301e715e664decb503378e97043d43324ca9daf,0.937,Tether : Binance,92,"['Merkly' 'Merkly' 'Harmony Bridge' 'Merkly' 'Merkly' 'Angle' 'Merkly'
 'Angle' 'Bitcoin Bridge' 'DeFi Kingdoms' 'Merkly' 'Angle' 'Merkly'
 'CoreDAO' 'Merkly' 'DeFi Kingdoms' 'DeFi Kingdoms' 'Merkly' 'Zerius'
 'Angle' 'CoreDAO' 'DeFi Kingdoms' 'Merkly' 'DeFi Kingdoms' 'Angle'
 'Zerius' 'DeFi Kingdoms' 'Merkly' 'Merkly' 'CoreDAO' 'Merkly' 'Angle'
 'Merkly' 'Angle' 'Stargate' 'Angle' 'DeFi Kingdoms' 'Merkly' 'Angle'
 'Stargate' 'Merkly' 'Stargate' 'Angle' 'Merkly' 'USDV' 'USDV'
 'DeFi Kingdoms' 'Merkly' 'Angle' 'DeFi Kingdoms' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'DeFi Kingdoms' 'Angle' 'Merkly' 'CoreDAO' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Zerius' 'Angle' 'Merkly' 'Zerius' 'Angle'
 'Merkly' 'Angle' 'DeFi Kingdoms' 'Holograph' 'Merkly' 'Angle'
 'DeFi Kingdoms' 'DeFi Kingdoms' 'DeFi Kingdoms' 'Merkly' 'Angle' 'Merkly'
 'Merkly' 'DeFi Kingdoms' 'Angle' 'Merkly' 'Merkly' 'Stargate'
 'DeFi Kingdoms' 'Angle' 'Angle' 'Angle' 'Merkly' 'Aptos Bridge' 'Merkly']",1859.49,20.21,11,10,16,164.29,"[42.87, 0.0, 0, 45.08, 41.55]",28
19772342,0x64c507a9bab15e69414f1997b6073ea53afdcded,0.906,Tether : Binance,89,"['Merkly' 'USDV' 'Merkly' 'CoreDAO' 'Zerius' 'Merkly' 'Angle' 'Angle'
 'DeFi Kingdoms' 'Merkly' 'Stargate' 'USDV' 'Merkly' 'Angle' 'Merkly'
 'Merkly' 'DeFi Kingdoms' 'Stargate' 'DeFi Kingdoms' 'Merkly' 'Zerius'
 'Angle' 'Merkly' 'Angle' 'DeFi Kingdoms' 'Stargate' 'CoreDAO' 'Merkly'
 'DeFi Kingdoms' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Merkly'
 'Merkly' 'CoreDAO' 'Merkly' 'Merkly' 'DeFi Kingdoms' 'DeFi Kingdoms'
 'DeFi Kingdoms' 'Merkly' 'Zerius' 'Harmony Bridge' 'DeFi Kingdoms'
 'Merkly' 'Merkly' 'Angle' 'Aptos Bridge' 'Angle' 'DeFi Kingdoms'
 'DeFi Kingdoms' 'Zerius' 'Angle' 'Angle' 'Merkly' 'Merkly'
 'DeFi Kingdoms' 'Merkly' 'Merkly' 'DeFi Kingdoms' 'Angle' 'Stargate'
 'DeFi Kingdoms' 'CoreDAO' 'Angle' 'Bitcoin Bridge' 'Angle'
 'DeFi Kingdoms' 'Merkly' 'DeFi Kingdoms' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'CoreDAO' 'Stargate' 'Stargate' 'Angle' 'CoreDAO' 'Holograph']",1165.48,13.1,11,10,16,166.14,"[38.16, 0.0, 0, 53.54, 35.57]",28
