Funding block,address,Funding Amount[CELO],Funding Entity,Number of LZ tx,Projects,Total LZ Volume $,Average LZ Volume $,Number of OAPPS,Number of Sendchian,Number of Chian,Onmichain Balance$,eth linea base scroll zks Balance$,affinity
19822285,0xb37437271169921469a5eccafa17cc78a2ba951d,1,Tether : Binance,82,"['Abracadabra Money' 'Abracadabra Money' 'Angle' 'Abracadabra Money'
 'Angle' 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Angle' 'CoreDAO'
 'Angle' 'Angle' 'Merkly' 'Abracadabra Money' 'Merkly' 'Abracadabra Money'
 'Angle' 'Abracadabra Money' 'Stargate' 'Angle' 'Stargate'
 'Abracadabra Money' 'Abracadabra Money' 'Merkly' 'Abracadabra Money'
 'Abracadabra Money' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Angle' 'Angle'
 'Angle' 'Stargate' 'Stargate' 'CoreDAO' 'Angle' 'Angle' 'Angle'
 'Stargate' 'Angle' 'Abracadabra Money' 'Abracadabra Money' 'Merkly'
 'Angle' 'Angle' 'Abracadabra Money' 'Angle' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Merkly'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Merkly' 'Abracadabra Money' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Abracadabra Money' 'Angle' 'Angle' 'Angle' 'Angle'
 'Merkly' 'Stargate' 'Angle' 'Abracadabra Money' 'CoreDAO'
 'Abracadabra Money' 'Angle' 'Angle' 'Merkly']",0.01,0,5,9,14,8.79,"[0, 0, 0, 0, 0]",81
19822290,0x2fd7e726a15411ac670c815a899d19f7f3a1d840,1,Tether : Binance,84,"['Angle' 'Angle' 'Angle' 'Angle' 'Merkly' 'Angle' 'Abracadabra Money'
 'Angle' 'Abracadabra Money' 'Angle' 'Stargate' 'Angle'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Stargate'
 'Abracadabra Money' 'Angle' 'Angle' 'Abracadabra Money' 'Angle' 'Merkly'
 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'CoreDAO' 'Angle' 'Angle'
 'Angle' 'Angle' 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Merkly'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Stargate'
 'Abracadabra Money' 'Abracadabra Money' 'Merkly' 'Angle' 'CoreDAO'
 'Merkly' 'Angle' 'Angle' 'Abracadabra Money' 'Abracadabra Money' 'Angle'
 'Merkly' 'Abracadabra Money' 'Stargate' 'Angle' 'Abracadabra Money'
 'Angle' 'CoreDAO' 'Angle' 'Angle' 'Angle' 'Abracadabra Money' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Abracadabra Money'
 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money' 'Angle'
 'Angle' 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money'
 'Angle' 'Angle' 'Angle' 'Abracadabra Money' 'Abracadabra Money'
 'Stargate' 'Merkly']",0.01,0,5,9,14,9.1,"[0, 0, 0, 0, 0]",81
19822294,0x61c921b346f512fa11a87bc70b9c18669d1333da,1,Tether : Binance,85,"['Abracadabra Money' 'Stargate' 'Angle' 'Abracadabra Money' 'Angle'
 'Angle' 'Angle' 'Abracadabra Money' 'Merkly' 'Angle' 'Angle' 'Merkly'
 'Angle' 'Angle' 'Merkly' 'Angle' 'Abracadabra Money' 'Angle' 'Stargate'
 'Angle' 'Merkly' 'Angle' 'Abracadabra Money' 'Abracadabra Money' 'Angle'
 'Angle' 'Abracadabra Money' 'Merkly' 'Stargate' 'Angle' 'Angle'
 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Abracadabra Money'
 'Stargate' 'CoreDAO' 'Abracadabra Money' 'Abracadabra Money' 'Stargate'
 'CoreDAO' 'Angle' 'Merkly' 'Angle' 'Angle' 'Abracadabra Money'
 'Abracadabra Money' 'Merkly' 'Abracadabra Money' 'Angle' 'Angle' 'Merkly'
 'Angle' 'Angle' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Abracadabra Money'
 'Merkly' 'Angle' 'Angle' 'Abracadabra Money' 'Abracadabra Money' 'Angle'
 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Angle'
 'Abracadabra Money' 'CoreDAO' 'Merkly' 'Angle' 'Abracadabra Money'
 'Angle' 'Abracadabra Money' 'Angle' 'Angle' 'Abracadabra Money']",0.01,0,5,9,13,8.88,"[0, 0, 0, 0, 0]",81
19822297,0xf9eeeaac6ff9dd42af5eb28ce9a5d87582fbab9f,1,Tether : Binance,83,"['Abracadabra Money' 'Angle' 'Abracadabra Money' 'Angle' 'CoreDAO'
 'CoreDAO' 'Abracadabra Money' 'Angle' 'Merkly' 'Angle'
 'Abracadabra Money' 'Angle' 'Angle' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'CoreDAO' 'Abracadabra Money' 'Angle'
 'Merkly' 'Angle' 'Angle' 'Angle' 'Abracadabra Money' 'Angle' 'Stargate'
 'Angle' 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Merkly' 'Angle'
 'Angle' 'Merkly' 'Angle' 'Abracadabra Money' 'Abracadabra Money' 'Angle'
 'Angle' 'Merkly' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'Angle' 'Abracadabra Money' 'Angle'
 'Abracadabra Money' 'Angle' 'Merkly' 'Angle' 'Angle' 'Abracadabra Money'
 'Angle' 'Angle' 'Abracadabra Money' 'Angle' 'Abracadabra Money'
 'Stargate' 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Angle'
 'Merkly' 'Stargate' 'Merkly' 'Merkly' 'Stargate' 'Abracadabra Money'
 'Merkly' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Merkly' 'Stargate'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Angle'
 'Abracadabra Money' 'Angle']",0.01,0,5,9,14,8.95,"[0, 0, 0, 0, 0]",81
19822302,0x305a2ec0ac8ab8dc6970ca4c622c8fae22b2d2eb,1,Tether : Binance,85,"['Merkly' 'Merkly' 'Angle' 'Angle' 'Angle' 'Angle' 'Merkly' 'Merkly'
 'Angle' 'Merkly' 'Angle' 'Angle' 'Angle' 'Angle' 'Abracadabra Money'
 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Abracadabra Money'
 'Angle' 'Merkly' 'Merkly' 'Abracadabra Money' 'Abracadabra Money' 'Angle'
 'Abracadabra Money' 'Abracadabra Money' 'Merkly' 'Abracadabra Money'
 'CoreDAO' 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Merkly'
 'Stargate' 'Angle' 'Angle' 'Stargate' 'Stargate' 'CoreDAO'
 'Abracadabra Money' 'Stargate' 'Merkly' 'Abracadabra Money' 'Angle'
 'Stargate' 'Angle' 'Abracadabra Money' 'Merkly' 'Abracadabra Money'
 'Angle' 'Abracadabra Money' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Angle'
 'Angle' 'Angle' 'Angle' 'Abracadabra Money' 'CoreDAO' 'Stargate' 'Angle'
 'Abracadabra Money' 'Angle' 'Merkly' 'Angle' 'Merkly' 'Angle'
 'Abracadabra Money' 'Angle' 'Angle' 'Abracadabra Money' 'Merkly' 'Merkly'
 'Angle' 'Angle' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Merkly' 'Angle' 'Angle' 'Abracadabra Money']",0.01,0,5,9,15,9.15,"[0, 0, 0, 0, 0]",81
19822307,0xaa3cd0a05ad40cdff6be2ac7c9cda2d03f40b87e,1,Tether : Binance,82,"['Stargate' 'Angle' 'Angle' 'CoreDAO' 'Abracadabra Money' 'Angle' 'Angle'
 'Abracadabra Money' 'Angle' 'Angle' 'Angle' 'Abracadabra Money' 'Angle'
 'Stargate' 'Abracadabra Money' 'Merkly' 'Abracadabra Money' 'Angle'
 'Angle' 'Merkly' 'Merkly' 'Abracadabra Money' 'Angle' 'Abracadabra Money'
 'Angle' 'Angle' 'Stargate' 'Abracadabra Money' 'Merkly' 'Angle'
 'Abracadabra Money' 'Merkly' 'Angle' 'Angle' 'Angle' 'Abracadabra Money'
 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money' 'CoreDAO'
 'Angle' 'Abracadabra Money' 'Stargate' 'Stargate' 'Angle' 'CoreDAO'
 'Abracadabra Money' 'Angle' 'Merkly' 'Angle' 'Angle' 'Angle' 'Merkly'
 'Angle' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Angle' 'Abracadabra Money'
 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Angle'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Angle'
 'Abracadabra Money' 'Angle' 'Stargate' 'Abracadabra Money' 'Angle'
 'Merkly' 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Merkly']",0.01,0,5,9,14,13.95,"[0, 0, 0, 0, 0]",81
19822310,0x049387457e196e1ea7aff19d8fd8236bfa947b7b,1,Tether : Binance,80,"['Merkly' 'Angle' 'Abracadabra Money' 'Abracadabra Money' 'CoreDAO'
 'CoreDAO' 'Angle' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Angle' 'Merkly' 'Merkly'
 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Merkly'
 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'Stargate' 'Stargate' 'Angle' 'CoreDAO'
 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Abracadabra Money'
 'Angle' 'Angle' 'Merkly' 'Angle' 'Merkly' 'Angle' 'Angle'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Stargate' 'Angle' 'Angle' 'Abracadabra Money' 'Angle'
 'Stargate' 'Angle' 'Angle' 'Angle' 'Abracadabra Money' 'Merkly'
 'Stargate' 'Abracadabra Money' 'Stargate' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Merkly' 'Angle' 'Abracadabra Money' 'Merkly' 'Angle' 'Angle'
 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Abracadabra Money'
 'Angle' 'Merkly' 'Abracadabra Money' 'Abracadabra Money']",0.01,0,5,9,14,13.94,"[0, 0, 0, 0, 0]",81
19822313,0x5c2d3f61c7ad51db16d052c72d20397067f20a6d,1,Tether : Binance,87,"['Stargate' 'Merkly' 'Abracadabra Money' 'Merkly' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'Angle' 'Merkly' 'Abracadabra Money' 'Angle'
 'Angle' 'Merkly' 'Abracadabra Money' 'Stargate' 'Merkly' 'Angle' 'Merkly'
 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Abracadabra Money'
 'Angle' 'Angle' 'CoreDAO' 'Angle' 'Angle' 'Merkly' 'Merkly'
 'Abracadabra Money' 'Merkly' 'Abracadabra Money' 'Abracadabra Money'
 'Angle' 'Abracadabra Money' 'Abracadabra Money' 'CoreDAO' 'Angle'
 'Abracadabra Money' 'Angle' 'Angle' 'Angle' 'Angle' 'Abracadabra Money'
 'Angle' 'Angle' 'Merkly' 'Stargate' 'Merkly' 'Angle' 'Angle' 'Angle'
 'Merkly' 'Abracadabra Money' 'Merkly' 'Angle' 'Merkly' 'Angle'
 'Abracadabra Money' 'Angle' 'Merkly' 'CoreDAO' 'Abracadabra Money'
 'Abracadabra Money' 'Merkly' 'Angle' 'Merkly' 'Abracadabra Money'
 'Stargate' 'Angle' 'Abracadabra Money' 'Angle' 'Angle'
 'Abracadabra Money' 'Stargate' 'Angle' 'Angle' 'Abracadabra Money'
 'Angle' 'Angle' 'Abracadabra Money' 'Angle' 'Angle' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'Stargate']",0.01,0,5,9,14,14.58,"[0, 0, 0, 0, 0]",81
19822318,0xdbaa4d2fbdb415eb8da2b8f9b9fd117022450be5,1,Tether : Binance,79,"['Merkly' 'Abracadabra Money' 'Abracadabra Money' 'CoreDAO' 'Angle'
 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money' 'Angle'
 'Angle' 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Angle'
 'Abracadabra Money' 'Angle' 'Angle' 'Abracadabra Money'
 'Abracadabra Money' 'Stargate' 'Abracadabra Money' 'Angle'
 'Abracadabra Money' 'Merkly' 'Angle' 'Merkly' 'Stargate'
 'Abracadabra Money' 'Merkly' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'Angle' 'Abracadabra Money' 'Angle'
 'Abracadabra Money' 'Merkly' 'Merkly' 'Angle' 'Stargate' 'Angle' 'Angle'
 'Angle' 'Angle' 'Angle' 'Abracadabra Money' 'Abracadabra Money' 'Merkly'
 'CoreDAO' 'Merkly' 'Angle' 'Stargate' 'Angle' 'Merkly'
 'Abracadabra Money' 'Merkly' 'Angle' 'Abracadabra Money' 'Stargate'
 'Angle' 'Angle' 'Merkly' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Abracadabra Money' 'Merkly' 'Angle' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'Angle' 'Angle' 'Stargate'
 'Abracadabra Money']",0.01,0,5,9,13,13.75,"[0, 0, 0, 0, 0]",81
19822322,0x87fcaa96cbd7b45bc7cdb8e86cfda197ed12ed80,1,Tether : Binance,109,"['Angle' 'Abracadabra Money' 'Angle' 'Angle' 'Abracadabra Money'
 'Stargate' 'Abracadabra Money' 'Abracadabra Money' 'Angle'
 'Abracadabra Money' 'CoreDAO' 'CoreDAO' 'Abracadabra Money' 'Angle'
 'Merkly' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Abracadabra Money'
 'Angle' 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Stargate'
 'Angle' 'Angle' 'Angle' 'Angle' 'Abracadabra Money' 'Angle' 'Angle'
 'Angle' 'Angle' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money' 'Angle'
 'Angle' 'Angle' 'Angle' 'Stargate' 'Abracadabra Money' 'Angle' 'Merkly'
 'Abracadabra Money' 'CoreDAO' 'Abracadabra Money' 'Angle' 'Angle'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Angle'
 'Abracadabra Money' 'Angle' 'Angle' 'Angle' 'Abracadabra Money' 'Angle'
 'Angle' 'Angle' 'CoreDAO' 'Stargate' 'Abracadabra Money' 'Angle' 'Angle'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Angle'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Abracadabra Money'
 'Angle' 'Abracadabra Money' 'Abracadabra Money' 'Stargate'
 'Abracadabra Money' 'Angle' 'CoreDAO' 'Merkly' 'Merkly'
 'Abracadabra Money' 'Angle' 'Stargate' 'Angle' 'Angle'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Abracadabra Money'
 'Angle' 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Angle'
 'Abracadabra Money' 'Angle' 'Angle' 'Abracadabra Money' 'Angle'
 'Abracadabra Money' 'Merkly' 'Abracadabra Money']",0,0,5,9,14,13.89,"[0, 0, 0, 0, 0]",81
19822326,0x04e7d9c99fe310be91be1cdc423d366e84a5cbf3,1,Tether : Binance,93,"['Angle' 'Merkly' 'Angle' 'CoreDAO' 'Merkly' 'Abracadabra Money'
 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Angle' 'Angle' 'Angle'
 'Abracadabra Money' 'Angle' 'Angle' 'Angle' 'Angle' 'Abracadabra Money'
 'Merkly' 'Merkly' 'Stargate' 'Abracadabra Money' 'CoreDAO'
 'Abracadabra Money' 'Angle' 'Angle' 'Abracadabra Money' 'Merkly'
 'Stargate' 'Abracadabra Money' 'CoreDAO' 'Angle' 'Abracadabra Money'
 'Merkly' 'Abracadabra Money' 'Abracadabra Money' 'Merkly' 'Angle'
 'Merkly' 'Abracadabra Money' 'Angle' 'Stargate' 'Merkly'
 'Abracadabra Money' 'Angle' 'CoreDAO' 'Angle' 'Abracadabra Money'
 'Abracadabra Money' 'Merkly' 'Abracadabra Money' 'Merkly' 'Angle'
 'Abracadabra Money' 'Stargate' 'Angle' 'Abracadabra Money' 'CoreDAO'
 'Angle' 'Abracadabra Money' 'Merkly' 'Merkly' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'Angle' 'Angle' 'CoreDAO' 'Angle' 'Angle'
 'CoreDAO' 'Abracadabra Money' 'Merkly' 'Angle' 'CoreDAO' 'Angle'
 'Abracadabra Money' 'Merkly' 'Stargate' 'Stargate' 'Merkly' 'Angle'
 'Merkly' 'Angle' 'CoreDAO' 'Abracadabra Money' 'CoreDAO'
 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Stargate' 'Angle'
 'Angle']",0.01,0,5,9,14,14.55,"[0, 0, 0, 0, 0]",81
19822331,0x7ae4ca82317f462d8ed56edee550117965930c60,1,Tether : Binance,99,"['Angle' 'CoreDAO' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Abracadabra Money'
 'Angle' 'Abracadabra Money' 'Angle' 'Angle' 'Angle' 'Abracadabra Money'
 'Angle' 'Stargate' 'Merkly' 'Abracadabra Money' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Angle' 'Stargate' 'Angle' 'Angle' 'Angle' 'Angle'
 'Abracadabra Money' 'Angle' 'Angle' 'Stargate' 'Angle'
 'Abracadabra Money' 'Angle' 'Angle' 'Angle' 'Angle' 'Abracadabra Money'
 'Stargate' 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Angle'
 'Angle' 'Abracadabra Money' 'Angle' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'Angle' 'CoreDAO' 'Angle' 'Angle'
 'Abracadabra Money' 'CoreDAO' 'Merkly' 'Abracadabra Money' 'Angle'
 'Abracadabra Money' 'Angle' 'Angle' 'Angle' 'Merkly' 'Angle' 'Angle'
 'Abracadabra Money' 'Angle' 'Angle' 'Angle' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'Angle' 'Abracadabra Money' 'Angle' 'Angle'
 'Abracadabra Money' 'Angle' 'Angle' 'Abracadabra Money'
 'Abracadabra Money' 'Abracadabra Money' 'CoreDAO' 'Angle'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Merkly' 'CoreDAO'
 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money' 'Angle'
 'Angle' 'Angle' 'Stargate' 'CoreDAO']",0,0,5,9,13,14.66,"[0, 0, 0, 0, 0]",81
19822334,0x548d5806549d1539254f59f0a542d65c185dffcf,1,Tether : Binance,74,"['Abracadabra Money' 'CoreDAO' 'Stargate' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'Angle' 'Abracadabra Money' 'Merkly' 'Angle'
 'Stargate' 'Angle' 'Abracadabra Money' 'Angle' 'CoreDAO' 'Angle' 'Angle'
 'Abracadabra Money' 'Angle' 'Angle' 'Abracadabra Money' 'CoreDAO'
 'CoreDAO' 'Angle' 'Angle' 'Abracadabra Money' 'Abracadabra Money' 'Angle'
 'Abracadabra Money' 'Merkly' 'Abracadabra Money' 'Angle' 'CoreDAO'
 'Angle' 'Abracadabra Money' 'Angle' 'Stargate' 'Angle'
 'Abracadabra Money' 'Angle' 'CoreDAO' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Stargate' 'Angle' 'Abracadabra Money' 'Merkly'
 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Abracadabra Money'
 'Angle' 'Abracadabra Money' 'Merkly' 'Merkly' 'Abracadabra Money'
 'Merkly' 'Abracadabra Money' 'Abracadabra Money' 'Stargate' 'Angle'
 'Stargate' 'CoreDAO' 'Stargate' 'Angle' 'Abracadabra Money'
 'Abracadabra Money' 'CoreDAO' 'Angle' 'CoreDAO' 'Angle']",0,0,5,9,13,14.28,"[0, 0, 0, 0, 0]",81
19822339,0xa616e2f1179b65e8401125fe57b00f360f058d6a,1,Tether : Binance,90,"['Merkly' 'Abracadabra Money' 'Stargate' 'Angle' 'Merkly' 'Angle' 'Merkly'
 'CoreDAO' 'Merkly' 'Angle' 'Angle' 'Abracadabra Money'
 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money' 'Merkly'
 'Angle' 'Angle' 'Abracadabra Money' 'Stargate' 'Merkly' 'Angle' 'Angle'
 'Stargate' 'CoreDAO' 'Stargate' 'Abracadabra Money' 'Merkly' 'CoreDAO'
 'Angle' 'Angle' 'Merkly' 'Angle' 'Abracadabra Money' 'Angle' 'Angle'
 'Angle' 'Merkly' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Abracadabra Money'
 'Angle' 'Abracadabra Money' 'Merkly' 'Angle' 'CoreDAO' 'Angle'
 'Abracadabra Money' 'Abracadabra Money' 'CoreDAO' 'Abracadabra Money'
 'Angle' 'Angle' 'Merkly' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Stargate' 'Angle' 'Angle' 'Angle' 'Angle'
 'Abracadabra Money' 'Angle' 'CoreDAO' 'Abracadabra Money'
 'Abracadabra Money' 'Abracadabra Money' 'Merkly' 'Angle'
 'Abracadabra Money' 'CoreDAO' 'Merkly' 'Abracadabra Money' 'CoreDAO'
 'Abracadabra Money' 'CoreDAO' 'Stargate' 'Angle' 'Angle' 'CoreDAO'
 'Angle' 'Angle' 'Merkly' 'Abracadabra Money' 'Merkly' 'Merkly']",0.01,0,5,9,14,14.36,"[0, 0, 0, 0, 0]",81
19822343,0x4ffe76b9719e6dd917073e25cc124cb9f34e1315,1,Tether : Binance,72,"['Abracadabra Money' 'Angle' 'Abracadabra Money' 'Stargate'
 'Abracadabra Money' 'Angle' 'Merkly' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Abracadabra Money' 'Stargate' 'Angle' 'Angle'
 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money' 'Angle'
 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Merkly' 'Merkly' 'Angle' 'Angle'
 'Angle' 'Abracadabra Money' 'Stargate' 'Angle' 'Merkly' 'Angle'
 'Abracadabra Money' 'Angle' 'Angle' 'Abracadabra Money' 'Stargate'
 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Angle'
 'Abracadabra Money' 'CoreDAO' 'Stargate' 'Abracadabra Money' 'Angle'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'CoreDAO' 'Angle' 'Angle'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Merkly' 'Angle' 'Merkly'
 'Angle' 'Merkly' 'Abracadabra Money' 'Stargate' 'Angle' 'Angle' 'Angle'
 'Angle' 'Abracadabra Money' 'Angle' 'Abracadabra Money']",0.01,0,5,9,13,14.59,"[0, 0, 0, 0, 0]",81
19822346,0xd344a01aa9ca57b624880eb4d12c6af64990c166,1,Tether : Binance,69,"['CoreDAO' 'Angle' 'Angle' 'Merkly' 'Abracadabra Money' 'Stargate'
 'Merkly' 'Abracadabra Money' 'Merkly' 'Angle' 'Angle' 'Angle'
 'Abracadabra Money' 'Merkly' 'Angle' 'Angle' 'Stargate' 'Angle'
 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'Angle' 'Abracadabra Money' 'Angle' 'Angle'
 'CoreDAO' 'Merkly' 'Angle' 'Abracadabra Money' 'Abracadabra Money'
 'Angle' 'Angle' 'Abracadabra Money' 'Angle' 'Angle' 'Abracadabra Money'
 'Stargate' 'Abracadabra Money' 'Angle' 'Angle' 'Angle' 'Angle'
 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money' 'Angle'
 'Abracadabra Money' 'Stargate' 'Angle' 'Angle' 'Angle' 'Angle'
 'Abracadabra Money' 'Angle' 'Angle' 'Angle' 'Stargate'
 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Stargate' 'Angle'
 'Abracadabra Money' 'Merkly' 'Angle' 'Abracadabra Money'
 'Abracadabra Money']",0,0,5,9,13,13.83,"[0, 0, 0, 0, 0]",81
19822351,0x51537d4a708e2fd90a7c1c50f59fa6c529266510,1,Tether : Binance,70,"['CoreDAO' 'Angle' 'Angle' 'Abracadabra Money' 'Angle' 'Stargate' 'Angle'
 'Stargate' 'Angle' 'Angle' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Abracadabra Money' 'CoreDAO' 'Angle'
 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Abracadabra Money'
 'Angle' 'Abracadabra Money' 'Angle' 'Angle' 'Angle' 'Angle'
 'Abracadabra Money' 'Angle' 'Angle' 'Merkly' 'Angle' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'Merkly' 'Angle' 'Stargate' 'Angle'
 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Abracadabra Money'
 'Angle' 'Abracadabra Money' 'Angle' 'Angle' 'Angle' 'Angle'
 'Abracadabra Money' 'CoreDAO' 'Angle' 'Angle' 'Stargate' 'Angle' 'Merkly'
 'Angle' 'Abracadabra Money' 'Abracadabra Money' 'Angle'
 'Abracadabra Money' 'Angle' 'Angle' 'Stargate' 'Angle' 'Merkly'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Stargate' 'Angle']",0,0,5,9,13,13.45,"[0, 0, 0, 0, 0]",81
19822355,0xb43c9b00638af57e06f6a2e6b68fa0be973e0098,1,Tether : Binance,73,"['Merkly' 'Stargate' 'Angle' 'Angle' 'CoreDAO' 'Angle' 'Angle' 'Angle'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Merkly'
 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'Angle' 'Angle' 'Abracadabra Money' 'Angle'
 'Angle' 'Angle' 'Angle' 'Angle' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'Stargate' 'CoreDAO' 'Abracadabra Money'
 'Merkly' 'Abracadabra Money' 'Angle' 'Stargate' 'Abracadabra Money'
 'Angle' 'Abracadabra Money' 'Merkly' 'Angle' 'Angle' 'Angle' 'Angle'
 'Merkly' 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Angle' 'Angle'
 'Abracadabra Money' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money' 'Angle'
 'Abracadabra Money' 'Stargate' 'Abracadabra Money' 'Angle' 'Stargate'
 'Angle' 'Abracadabra Money' 'Angle']",0,0,5,9,14,13.6,"[0, 0, 0, 0, 0]",81
